tenure,totalcharges,seniorcitizen,monthlycharges,gender,partner,dependents,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod
6,130.5,0,20.15,1,0,0,1,0,2,1,1,1,1,1,1,0,0,0
2,98.5,0,45.15,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2
56,3512.15,0,65.2,0,1,1,1,2,0,2,0,0,0,2,0,1,0,0
1,59.85,0,59.85,1,0,0,1,2,0,0,0,0,0,2,0,0,1,2
64,6997.3,0,110.3,0,1,1,1,2,1,2,2,0,2,2,2,2,0,0
32,2970.8,1,93.5,1,1,0,1,2,1,0,2,2,0,0,2,0,1,2
15,299.4,0,19.6,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3
25,2655.25,1,105.95,1,0,0,1,2,1,0,2,2,0,2,2,0,0,3
9,889.9,0,94.75,0,0,0,1,2,1,0,0,0,0,2,2,0,1,2
50,4858.7,0,98.25,1,1,0,1,2,1,0,2,0,0,2,2,1,1,2
71,7661.8,0,109.0,0,1,1,1,2,1,2,2,2,0,2,2,2,1,0
68,3794.5,0,54.1,1,1,0,0,1,0,2,0,2,0,2,2,2,1,0
2,36.8,0,20.25,1,0,0,1,0,2,1,1,1,1,1,1,0,0,3
6,161.45,0,29.45,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0
39,3213.75,0,81.4,1,0,0,1,2,1,0,2,0,0,0,0,1,0,1
32,3145.9,0,98.85,1,1,0,1,2,1,0,2,0,0,2,2,0,1,1
71,1888.25,0,25.6,0,1,0,1,2,2,1,1,1,1,1,1,2,0,1
69,1678.05,0,24.6,0,0,0,1,2,2,1,1,1,1,1,1,2,0,1
8,161.95,0,19.2,0,0,0,1,0,2,1,1,1,1,1,1,1,1,3
37,3340.55,0,88.8,0,1,1,1,2,1,0,2,0,0,2,0,0,1,2
6,153.3,0,25.4,1,1,1,1,2,2,1,1,1,1,1,1,2,0,3
50,2188.45,0,44.45,1,1,0,0,1,0,2,0,0,2,2,0,1,1,0
23,1347.15,0,60.0,0,1,0,1,0,0,0,0,0,2,2,0,1,0,0
63,6991.9,1,108.5,1,1,0,1,2,1,2,2,2,0,2,2,2,0,1
71,6770.85,0,95.15,0,1,1,1,2,1,2,2,2,2,0,0,1,1,1
3,202.9,1,75.05,0,0,0,1,0,1,0,0,2,0,0,0,0,0,3
54,5295.7,1,99.05,1,1,0,1,2,1,0,0,2,0,2,2,0,1,1
15,1457.25,0,101.25,0,0,0,1,0,1,0,2,2,0,2,2,0,1,2
21,2110.15,0,102.8,0,1,1,1,0,1,0,2,2,2,2,2,0,1,2
9,758.6,0,85.35,1,0,0,1,2,1,0,0,0,0,2,0,0,1,2
51,4307.1,0,83.85,1,1,0,1,0,0,2,2,2,2,2,2,2,1,1
9,751.65,1,80.85,0,0,0,1,0,1,0,0,0,0,2,0,0,1,2
71,1355.1,0,19.9,1,0,0,1,0,2,1,1,1,1,1,1,2,1,1
47,2538.2,0,54.25,1,1,1,1,2,0,0,2,0,0,0,0,0,0,2
52,3342.45,0,63.25,1,0,0,1,0,0,2,2,0,0,2,0,2,1,1
4,84.2,0,18.85,1,1,1,1,0,2,1,1,1,1,1,1,0,0,3
27,1439.35,0,56.15,0,0,0,1,0,0,0,2,0,2,0,0,0,1,3
22,1845.9,0,83.3,0,1,1,1,0,1,0,2,0,0,0,2,0,0,2
1,20.5,0,20.5,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3
72,5265.2,0,73.0,0,0,0,1,0,0,2,2,2,2,0,2,2,1,1
35,746.75,0,20.05,1,1,1,1,0,2,1,1,1,1,1,1,1,0,0
4,237.2,0,65.55,1,0,0,1,2,0,0,0,0,2,0,2,0,0,3
7,522.95,0,79.0,0,0,0,1,0,1,0,0,0,0,2,0,0,1,2
52,3334.95,0,63.9,1,0,0,0,1,0,2,2,2,2,2,2,2,0,1
40,2460.35,0,64.1,0,0,1,1,0,0,2,0,0,2,2,0,0,1,1
63,7049.75,0,109.2,1,0,0,1,0,1,2,2,2,2,2,2,2,0,1
10,583.0,0,54.25,0,0,0,1,0,0,0,0,2,2,0,0,0,0,2
31,2497.2,0,79.2,0,0,0,1,0,0,0,2,2,2,2,2,2,0,3
9,147.55,0,20.45,0,0,0,1,0,2,1,1,1,1,1,1,0,1,1
47,951.55,0,20.05,1,1,1,1,0,2,1,1,1,1,1,1,1,0,3
12,1029.75,1,83.8,1,0,0,1,0,1,0,2,2,2,0,0,0,1,3
13,734.35,0,55.95,0,1,1,1,0,0,0,0,0,0,0,2,0,0,2
72,8012.75,0,111.6,0,0,0,1,2,1,0,2,2,2,2,2,2,1,0
5,412.1,0,78.75,1,1,0,1,2,1,0,2,0,0,0,0,0,1,2
4,199.75,0,45.9,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2
1,69.15,0,69.15,1,1,0,1,0,1,0,0,0,0,0,0,0,1,2
72,3937.45,0,54.2,0,1,0,0,1,0,0,2,2,0,2,2,2,1,2
15,867.1,0,59.65,1,1,1,1,2,0,0,0,2,2,0,0,0,1,0
1,20.65,0,20.65,1,0,0,1,0,2,1,1,1,1,1,1,0,0,2
14,712.75,0,50.75,1,0,0,0,1,0,0,0,2,0,2,2,0,1,2
72,6697.35,1,89.85,0,1,0,1,2,0,2,2,2,2,2,2,2,1,0
66,1269.1,0,19.95,1,0,1,1,0,2,1,1,1,1,1,1,2,0,1
2,114.15,0,59.0,0,0,0,1,0,0,0,2,0,0,2,0,0,1,2
70,5731.85,0,79.25,1,1,1,1,2,0,2,2,2,2,2,0,2,1,0
14,1235.55,0,86.1,1,1,0,1,2,1,0,0,0,0,2,0,0,1,2
64,6692.65,0,104.4,1,0,0,1,2,1,0,2,2,0,2,2,2,1,0
19,1046.5,0,55.0,1,0,0,1,0,0,0,0,2,2,0,0,0,1,1
5,424.15,0,85.3,1,0,0,1,2,1,0,2,2,0,0,0,0,1,2
8,146.6,0,19.85,0,1,1,1,0,2,1,1,1,1,1,1,2,1,3
31,2674.15,0,83.85,0,1,0,1,0,1,0,2,0,0,0,2,0,1,0
1,19.85,0,19.85,1,1,1,1,0,2,1,1,1,1,1,1,1,0,1
68,5683.6,1,84.65,1,1,1,1,2,1,0,2,2,0,0,0,0,1,2
31,2835.5,1,90.7,0,1,0,1,2,1,0,0,2,0,2,0,1,1,2
42,2455.05,0,54.55,0,0,0,1,0,0,2,0,2,0,0,0,0,0,1
69,7348.8,0,106.5,1,0,0,1,2,1,0,0,2,2,2,2,2,1,0
27,1929.35,1,75.2,0,1,0,1,0,1,2,0,0,0,0,0,0,1,0
59,6039.9,0,101.1,0,1,0,1,2,1,0,2,0,0,2,2,0,0,2
72,8022.85,1,111.65,1,1,0,1,2,1,0,2,2,2,2,2,2,1,0
1,70.1,0,70.1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2
28,2433.5,0,89.9,0,1,0,1,0,1,0,2,2,0,0,2,0,0,1
1,45.4,0,45.4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3
72,7629.85,1,105.75,0,1,0,1,2,1,0,2,2,0,2,2,1,1,1
1,55.7,0,55.7,1,0,0,1,0,0,0,0,0,0,0,2,0,1,3
72,4575.35,0,65.7,0,1,1,0,1,0,2,2,2,2,2,2,2,0,0
65,3739.8,0,59.6,0,0,0,1,0,0,2,2,0,2,0,0,2,1,3
21,1183.2,0,53.15,0,0,1,0,1,0,2,2,2,2,2,0,2,0,3
12,741.4,0,74.15,1,1,0,1,0,0,0,0,2,2,2,2,0,1,2
66,4136.4,0,62.5,0,0,0,0,1,0,2,2,2,2,2,2,2,1,0
37,3646.8,0,96.1,1,0,0,1,0,1,0,2,0,0,2,2,0,1,1
9,593.85,0,68.95,1,1,0,1,0,0,2,2,0,2,2,0,0,1,3
14,1259.0,0,90.9,0,1,1,1,2,1,0,2,0,0,0,2,0,1,0
17,1233.4,1,76.45,1,1,0,1,0,1,0,2,0,0,0,0,0,1,2
49,3721.9,0,74.45,0,0,0,1,0,0,0,0,2,2,2,2,2,1,0
6,217.5,0,40.55,0,1,1,0,1,0,0,2,2,2,0,0,2,0,3
72,1710.9,0,25.4,1,1,0,1,2,2,1,1,1,1,1,1,2,0,3
1,69.85,0,69.85,1,0,0,1,0,1,0,0,0,0,0,0,0,1,2
9,633.85,0,75.2,0,0,0,1,2,1,0,0,0,0,0,0,0,1,1
34,2753.8,0,77.2,1,1,1,1,2,0,0,0,2,0,2,2,1,0,0
31,2697.4,0,86.55,0,0,1,1,2,1,0,0,0,0,2,0,0,1,1
1,80.55,0,80.55,1,0,0,1,0,1,0,0,0,0,2,0,0,1,2
46,2065.15,0,45.2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1
8,411.75,0,45.45,0,1,1,1,0,0,0,0,0,0,0,0,0,1,2
1,19.65,0,19.65,1,1,1,1,0,2,1,1,1,1,1,1,1,0,3
13,446.1,0,35.1,0,0,0,0,1,0,0,0,0,0,0,2,0,1,2
51,4146.05,1,84.2,1,1,1,1,2,1,0,2,2,0,0,0,0,1,2
53,1039.45,0,19.85,0,1,1,1,0,2,1,1,1,1,1,1,1,1,0
63,6311.2,0,99.65,0,1,1,1,2,1,2,0,0,0,2,2,1,1,1
71,5585.4,0,80.1,1,1,0,1,2,0,2,2,2,2,0,2,2,1,3
48,5443.65,0,111.8,1,1,1,1,2,1,2,2,2,2,2,2,2,0,1
33,690.25,0,20.6,1,1,1,1,0,2,1,1,1,1,1,1,1,0,3
19,1660.0,1,90.6,1,0,0,1,2,1,2,0,0,0,2,0,0,1,2
37,3541.4,0,100.3,0,0,0,1,2,1,0,0,0,2,2,2,0,0,1
12,220.35,0,19.7,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3
44,835.5,0,19.5,1,0,0,1,0,2,1,1,1,1,1,1,1,0,1
68,1911.5,0,25.8,0,1,0,1,2,2,1,1,1,1,1,1,2,0,1
67,6373.1,0,89.55,1,1,1,1,2,1,0,2,0,0,0,2,0,1,0
9,539.85,0,58.5,0,0,0,0,1,0,2,0,2,2,2,2,0,0,3
2,147.8,0,69.0,0,1,0,1,0,0,0,0,2,0,2,2,0,0,1
0,19.7,0,19.7,1,1,1,1,0,2,1,1,1,1,1,1,1,1,3
9,803.3,0,83.3,0,0,0,1,2,1,0,0,0,0,0,2,0,1,2
58,1509.9,0,25.15,0,1,1,1,2,2,1,1,1,1,1,1,2,0,1
69,1375.4,0,19.75,0,1,1,1,0,2,1,1,1,1,1,1,2,0,0
19,893.55,0,44.85,0,0,0,0,1,0,0,0,0,0,2,2,1,1,1
69,4885.85,0,73.7,0,1,1,1,2,0,2,2,0,2,2,0,1,0,1
3,61.35,0,19.6,1,0,0,1,0,2,1,1,1,1,1,1,1,0,3
59,1147.85,0,19.5,1,1,1,1,0,2,1,1,1,1,1,1,2,0,3
5,514.0,0,100.5,0,0,0,1,2,1,0,0,2,0,2,2,0,1,2
72,5430.65,0,74.55,0,1,1,1,2,0,2,2,0,2,2,0,2,0,3
56,5124.6,0,94.45,1,0,0,1,2,1,0,2,0,2,0,2,0,1,2
68,3975.7,0,58.25,0,1,0,1,2,0,2,0,0,2,0,0,1,0,0
55,5276.1,0,94.75,0,1,0,1,0,1,2,0,0,0,2,2,1,1,2
55,3175.85,0,59.2,1,0,0,1,0,0,2,0,2,2,0,0,2,1,2
52,5244.45,0,100.3,0,1,1,1,0,1,2,0,2,0,2,2,1,0,2
39,2011.4,0,50.75,0,0,0,0,1,0,0,0,2,0,2,2,0,1,2
28,1654.7,0,59.9,0,0,0,1,0,0,2,2,0,2,0,0,1,1,2
49,2780.6,0,56.3,0,1,0,0,1,0,0,2,0,2,2,2,1,1,1
42,2032.3,0,48.15,1,1,1,0,1,0,2,0,2,2,2,0,2,0,1
47,4615.25,0,94.9,0,0,0,1,2,1,2,0,2,0,2,0,1,0,1
17,1743.5,0,104.2,0,1,1,1,2,1,2,0,2,0,2,2,0,1,2
46,4854.3,0,108.9,0,1,0,1,2,1,0,2,2,2,2,2,2,1,1
10,788.8,0,80.7,1,0,0,1,2,1,0,2,0,0,0,0,0,1,0
31,2939.8,0,93.8,1,1,0,1,0,1,0,0,2,0,2,2,1,1,2
12,696.35,0,53.65,1,1,1,1,0,0,0,0,0,0,0,2,1,0,1
1,25.05,1,25.05,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
70,5315.8,0,74.8,1,1,0,1,2,0,2,0,2,2,0,2,2,1,1
1,45.3,0,45.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
1,74.35,0,74.35,1,0,0,1,0,1,0,2,0,0,0,0,0,1,2
11,214.75,1,19.95,1,1,0,1,0,2,1,1,1,1,1,1,0,0,3
56,2959.8,0,54.05,1,1,0,0,1,0,0,0,2,2,2,2,1,1,0
3,235.5,1,70.3,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2
69,1363.45,0,19.9,1,1,0,1,0,2,1,1,1,1,1,1,2,0,3
30,2198.9,0,70.25,0,1,0,1,0,0,0,2,2,2,0,2,1,0,0
25,516.3,0,19.5,1,0,0,1,0,2,1,1,1,1,1,1,1,1,0
1,70.55,1,70.55,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2
6,512.25,0,90.75,0,1,0,1,2,1,0,2,0,0,0,2,0,1,2
60,4847.05,0,80.55,0,0,0,1,2,0,0,0,2,2,2,2,1,0,1
21,1625.0,0,77.5,1,1,1,1,2,0,2,2,0,2,2,0,1,0,3
12,611.65,0,49.4,0,0,0,1,0,0,0,2,0,0,0,0,0,1,2
1,61.15,0,61.15,1,0,0,1,2,0,2,2,0,0,0,0,0,0,2
34,1734.2,0,49.8,1,0,0,1,0,0,0,2,0,0,0,0,0,1,2
68,7279.35,0,110.25,0,0,0,1,2,1,2,2,0,2,2,2,2,0,1
64,1277.75,0,20.2,0,1,1,1,0,2,1,1,1,1,1,1,2,0,3
8,156.85,0,19.2,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3
72,6786.1,0,92.4,0,1,0,1,2,0,2,2,2,2,2,2,2,1,2
9,816.8,1,90.1,0,0,0,1,2,1,0,0,2,0,2,0,0,1,2
57,3035.8,1,53.5,1,0,0,1,0,0,0,0,2,2,0,0,1,1,2
27,550.1,0,19.9,0,1,1,1,0,2,1,1,1,1,1,1,2,0,3
72,7806.6,0,108.05,0,0,0,1,2,1,0,2,2,2,2,2,2,1,1
25,1466.1,0,55.1,1,1,1,1,2,0,0,0,0,2,0,0,1,1,3
30,2308.6,0,74.65,0,0,0,1,0,0,2,2,2,2,2,0,1,0,1
24,571.75,0,24.7,0,1,1,1,2,2,1,1,1,1,1,1,2,0,3
1,19.55,0,19.55,0,0,0,1,0,2,1,1,1,1,1,1,0,1,3
36,2606.35,0,76.35,0,0,0,1,0,0,2,2,2,2,2,0,1,1,3
3,251.75,0,79.65,1,1,0,1,2,1,0,0,0,2,0,0,0,1,0
61,6010.05,0,99.15,0,1,1,1,2,1,0,2,0,0,2,2,0,1,2
35,617.65,0,19.25,0,0,0,1,0,2,1,1,1,1,1,1,0,0,0
15,1285.05,1,94.65,0,1,0,1,0,1,0,2,0,0,2,2,0,1,2
9,348.15,0,44.4,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3
23,1414.2,0,59.7,1,1,1,1,2,0,0,2,0,2,0,0,2,0,3
30,1187.05,0,40.35,0,0,0,0,1,0,0,0,0,2,0,2,1,1,1
18,1806.35,1,103.6,0,0,0,1,2,1,0,2,0,2,2,2,0,1,1
16,1534.75,0,100.0,0,1,0,1,2,1,0,2,0,0,2,2,0,1,2
38,678.2,0,20.05,0,0,0,1,0,2,1,1,1,1,1,1,1,0,3
40,2283.3,1,55.8,1,1,0,1,0,0,0,0,0,0,0,2,1,0,2
1,25.2,0,25.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
17,836.35,0,49.8,1,1,0,0,1,0,0,2,0,0,2,2,0,1,3
49,4917.9,0,97.95,1,1,1,1,2,1,0,0,0,2,2,2,1,1,2
71,7723.7,0,106.0,1,1,1,1,2,1,0,2,2,0,2,2,2,1,0
9,788.6,0,88.4,0,0,0,1,0,1,0,0,0,0,2,2,0,1,3
35,638.0,0,19.15,1,0,0,1,0,2,1,1,1,1,1,1,1,1,3
68,6754.35,0,100.3,1,1,0,1,0,1,0,2,0,2,2,2,1,1,2
8,680.05,0,83.55,0,1,1,1,0,1,0,2,0,0,2,0,0,1,2
1,53.95,0,53.95,1,0,0,1,0,0,2,0,0,2,0,0,0,1,2
72,1421.9,0,19.7,1,1,0,1,0,2,1,1,1,1,1,1,2,0,1
1,20.05,0,20.05,1,0,1,1,0,2,1,1,1,1,1,1,0,0,3
60,5294.6,1,89.45,0,1,0,1,2,1,0,2,0,0,0,2,0,0,2
1,75.1,0,75.1,1,0,0,1,2,1,0,0,0,0,0,0,0,1,2
41,2029.05,0,50.05,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0
62,3753.2,0,60.15,1,1,0,1,0,0,0,2,2,2,0,0,2,1,1
20,395.6,0,19.7,0,1,1,1,0,2,1,1,1,1,1,1,1,0,0
40,745.3,0,20.4,1,1,1,1,0,2,1,1,1,1,1,1,0,1,0
11,580.8,1,55.6,0,0,0,1,2,0,2,0,0,0,0,0,0,1,2
47,2813.05,0,58.9,0,0,0,1,0,0,2,2,0,2,0,0,1,1,3
52,3169.55,0,61.35,1,1,0,1,2,0,0,2,0,2,0,0,0,0,0
58,5458.8,1,97.8,0,1,0,1,2,1,0,2,0,0,2,2,1,1,0
4,91.4,0,20.15,0,1,0,1,0,2,1,1,1,1,1,1,0,0,2
72,7732.65,0,104.9,1,1,1,1,2,1,2,2,2,2,0,2,2,1,1
6,113.5,0,19.45,1,1,1,1,0,2,1,1,1,1,1,1,1,0,3
5,385.0,0,80.15,1,1,1,1,2,1,0,2,0,0,0,0,0,1,2
68,4741.45,0,70.95,1,1,0,1,0,0,2,2,2,0,0,2,2,0,0
33,2405.05,0,73.9,1,1,1,1,0,0,0,0,2,2,2,2,1,1,3
72,4685.55,1,63.1,1,1,0,0,1,0,2,2,2,2,2,2,2,1,0
12,828.05,1,73.3,1,0,0,1,2,1,0,0,0,0,0,0,0,1,1
1,95.1,1,95.1,1,1,0,1,2,1,0,0,0,0,2,2,0,1,2
7,700.85,1,101.95,1,1,0,1,2,1,0,0,2,0,2,2,0,1,2
38,2708.2,0,70.6,1,0,0,1,0,0,2,2,0,2,2,0,1,0,3
69,1412.65,0,20.2,0,1,1,1,0,2,1,1,1,1,1,1,2,0,0
67,3097.2,0,43.9,1,0,0,0,1,0,2,0,0,2,2,0,2,0,2
6,138.85,0,19.85,1,1,1,1,0,2,1,1,1,1,1,1,0,0,1
5,412.5,0,80.0,0,0,0,1,0,1,0,0,0,0,0,2,0,1,2
18,1687.95,0,94.7,1,1,0,1,2,1,0,0,0,0,2,2,0,1,2
51,3974.7,1,79.6,1,0,0,1,2,1,0,2,0,0,0,0,1,1,0
25,486.05,0,20.1,0,1,1,1,0,2,1,1,1,1,1,1,2,0,3
9,593.3,0,65.6,0,1,1,1,0,0,0,2,0,2,2,0,1,1,3
41,3729.75,0,89.55,1,0,0,1,0,1,0,2,0,2,2,0,1,1,2
54,1230.9,0,24.05,1,1,1,1,2,2,1,1,1,1,1,1,2,1,0
72,5981.65,1,84.1,1,1,0,1,2,0,2,2,2,0,2,2,2,1,1
69,5869.4,0,85.4,0,1,0,1,2,1,0,2,2,0,0,0,0,1,0
71,7168.25,1,99.4,0,1,0,1,0,1,2,2,2,2,2,0,2,1,2
60,1505.05,0,25.0,0,0,0,1,2,2,1,1,1,1,1,1,2,0,3
72,4390.25,0,61.2,1,0,0,0,1,0,2,0,2,2,2,2,2,1,1
71,1813.35,0,25.45,0,1,1,1,2,2,1,1,1,1,1,1,2,0,0
5,223.15,0,47.15,1,0,0,1,2,0,0,0,0,0,0,0,0,0,2
44,2375.2,0,54.05,1,1,1,0,1,0,2,2,2,2,0,2,2,1,1
40,4062.2,1,99.2,0,1,0,1,0,1,0,2,0,2,2,2,1,1,1
10,858.6,0,85.95,0,1,1,1,2,1,0,0,0,0,0,2,0,0,2
58,2413.05,0,44.1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,3
4,332.45,0,80.8,1,0,1,1,2,1,0,0,0,2,0,0,0,0,1
1,69.1,0,69.1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,3
14,1112.3,0,80.05,0,0,0,1,0,1,0,2,0,2,0,0,0,1,1
1,69.65,0,69.65,1,0,0,1,0,1,0,0,0,0,0,0,0,1,2
54,4299.95,0,80.6,0,0,0,1,0,0,2,0,2,2,2,2,2,0,2
55,1001.5,0,19.1,1,0,1,1,0,2,1,1,1,1,1,1,1,0,0
71,8100.25,0,114.6,0,1,1,1,2,1,2,2,2,2,2,2,2,0,0
36,2937.65,0,80.4,0,1,0,1,0,1,0,0,0,0,0,2,0,0,2
30,2438.6,0,84.3,1,0,0,1,0,1,2,2,2,0,0,0,0,1,1
43,4528.0,0,101.4,1,0,0,1,2,1,0,2,0,0,2,2,0,1,2
39,2200.7,0,53.85,1,0,0,1,2,0,0,0,0,2,0,0,2,1,1
66,4370.25,0,66.9,0,1,0,1,2,0,2,2,2,0,0,0,2,0,0
71,8078.1,0,115.15,0,1,0,1,2,1,2,2,2,2,2,2,2,1,1
32,3334.9,0,101.35,0,0,0,1,2,1,0,0,2,0,2,2,0,1,2
10,1021.55,0,95.25,1,0,0,1,2,1,0,2,2,0,0,2,0,1,2
23,1756.6,0,73.75,0,0,0,1,2,0,0,0,0,2,2,2,1,1,3
1,48.55,0,48.55,1,0,0,1,0,0,2,0,0,0,0,0,0,1,3
1,101.45,0,101.45,1,0,0,1,2,1,0,0,2,0,2,2,0,1,2
33,2757.85,0,83.35,0,0,0,1,2,1,0,0,0,0,0,2,0,1,2
57,5925.75,0,103.05,1,1,0,1,2,1,2,2,2,2,2,0,0,1,2
55,1388.0,0,25.65,0,1,1,1,2,2,1,1,1,1,1,1,2,1,1
12,518.9,0,45.4,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
24,533.5,0,19.9,0,1,1,1,0,2,1,1,1,1,1,1,1,0,3
23,1710.45,0,74.95,1,0,0,1,2,1,0,0,0,0,0,0,0,1,2
28,2065.4,0,76.55,1,1,0,1,0,1,0,0,0,2,0,0,0,0,0
1,55.7,0,55.7,1,1,0,1,0,0,2,0,2,0,0,0,0,0,3
2,125.95,0,61.2,0,0,1,1,0,0,2,0,0,0,0,2,0,1,1
18,407.05,0,20.1,0,0,0,1,0,2,1,1,1,1,1,1,1,0,3
7,451.1,0,69.35,1,1,0,1,0,1,0,0,0,0,0,0,0,1,2
69,6511.25,0,95.75,1,1,1,1,2,1,0,2,2,0,2,0,1,0,1
72,7758.9,0,109.75,1,1,0,1,2,1,0,2,2,2,2,2,2,1,1
6,483.3,0,78.65,1,0,0,1,0,0,2,0,2,2,2,2,0,0,1
19,1775.8,1,88.2,1,0,0,1,2,1,0,2,0,0,2,0,0,1,2
2,144.15,0,80.65,0,0,0,1,0,1,0,0,0,0,2,0,0,1,2
63,1209.25,0,20.0,0,1,1,1,0,2,1,1,1,1,1,1,2,0,1
11,472.25,0,44.65,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3
53,3958.25,0,73.9,1,0,0,1,2,0,0,2,2,2,0,2,2,1,0
20,2172.05,1,107.05,1,1,0,1,2,1,0,2,0,2,2,2,0,0,2
28,2979.5,0,105.7,1,0,0,1,2,1,0,2,2,0,2,2,0,1,2
43,2342.2,1,55.55,0,1,0,0,1,0,0,2,2,0,2,2,0,0,1
37,2203.1,0,58.75,1,1,1,1,0,0,2,0,2,2,0,0,1,1,3
61,1538.6,0,25.45,1,1,0,1,2,2,1,1,1,1,1,1,2,0,0
57,4884.85,0,87.55,0,0,0,1,2,1,2,2,0,2,0,0,0,1,0
61,3244.4,0,51.35,0,1,1,0,1,0,0,2,2,2,2,0,2,0,1
36,3078.1,0,87.55,0,0,0,1,0,1,0,0,2,2,0,2,0,1,2
18,388.6,0,20.05,1,0,0,1,0,2,1,1,1,1,1,1,2,0,1
62,6019.35,1,96.1,0,1,1,1,2,1,0,2,2,0,0,2,0,1,1
72,5165.7,0,70.45,0,1,1,1,2,0,2,2,2,2,0,0,2,1,0
11,815.5,0,74.95,1,0,0,1,0,1,0,2,0,0,0,0,0,0,2
62,4819.75,1,79.95,0,1,0,1,0,0,2,0,2,2,2,2,2,1,1
1,19.75,0,19.75,1,1,1,1,0,2,1,1,1,1,1,1,0,0,2
15,1302.65,0,84.35,0,0,0,1,2,1,2,0,2,0,0,0,0,1,1
6,324.25,0,55.3,1,1,1,1,0,0,0,2,2,0,0,0,0,1,3
16,1205.5,0,69.95,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1
6,109.2,0,20.0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3
37,3810.55,0,100.05,0,0,0,1,2,1,0,0,2,0,2,2,0,1,2
1,20.95,0,20.95,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3
11,651.55,0,53.8,0,0,0,1,0,0,0,0,2,2,0,0,1,0,0
22,1949.4,0,89.1,1,0,1,1,2,1,0,2,0,0,2,0,0,1,1
72,7372.65,0,103.4,1,1,1,1,2,1,0,2,2,0,2,2,2,1,2
54,2431.95,0,46.2,1,0,0,0,1,0,2,2,0,0,0,2,2,0,0
37,1315.0,1,36.65,1,0,0,0,1,0,0,2,2,0,0,0,0,0,2
34,780.2,0,24.7,0,1,0,1,2,2,1,1,1,1,1,1,0,0,2
4,118.25,1,29.9,1,1,0,0,1,0,0,0,2,0,0,0,0,1,2
62,1250.1,0,20.0,1,0,1,1,0,2,1,1,1,1,1,1,2,0,0
17,1093.1,0,64.7,0,0,1,1,0,0,0,0,0,0,2,2,0,1,3
57,4003.0,1,69.85,0,0,0,1,0,0,2,0,2,2,2,0,2,0,0
2,45.3,0,20.35,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3
58,4916.4,0,84.3,0,1,0,1,2,0,2,0,2,2,2,2,2,1,2
9,637.4,1,75.5,0,0,0,1,0,1,0,0,2,0,0,0,0,0,1
40,4113.1,0,101.3,1,1,0,1,2,1,0,2,0,0,2,2,0,1,2
72,1468.75,0,19.8,1,0,0,1,0,2,1,1,1,1,1,1,2,1,1
35,2021.2,0,61.2,1,0,0,1,0,0,2,2,2,0,0,0,1,0,3
1,88.35,0,88.35,1,0,0,1,0,1,0,0,0,0,2,2,0,1,2
5,492.55,0,96.5,1,0,0,1,0,1,0,0,2,0,2,2,0,0,0
43,993.15,0,24.45,0,1,1,1,2,2,1,1,1,1,1,1,1,1,0
18,892.7,0,50.0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,3
1,70.3,0,70.3,1,0,0,1,0,1,0,0,0,0,0,0,0,1,2
2,185.55,0,89.55,1,1,1,1,0,1,0,0,0,0,2,2,0,1,0
10,786.3,0,75.05,1,0,0,1,2,1,0,0,0,0,0,0,0,0,2
20,400.0,0,20.05,1,1,1,1,0,2,1,1,1,1,1,1,2,0,3
50,4816.7,1,95.7,1,0,0,1,2,1,0,0,0,0,2,2,0,1,2
72,1502.25,0,20.5,0,1,0,1,0,2,1,1,1,1,1,1,2,0,1
18,1305.95,0,73.15,1,1,0,1,2,1,0,0,0,0,0,0,0,1,2
67,7344.45,0,109.7,0,1,0,1,2,1,0,2,2,2,2,2,1,1,1
56,5873.75,0,103.2,1,1,1,1,2,1,0,0,2,2,2,2,2,1,2
72,4179.2,0,55.45,1,1,1,0,1,0,2,2,2,2,0,2,2,1,1
1,45.7,0,45.7,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3
2,154.3,1,72.6,1,0,0,1,2,1,0,0,0,0,0,0,0,1,3
