,cap_shape,cap_surface,cap_color,bruises,odor,gill_attachment,gill_spacing,gill_size,gill_color,stalk_shape,stalk_root,stalk_surface_above_ring,stalk_surface_below_ring,stalk_color_above_ring,stalk_color_below_ring,veil_type,veil_color,ring_number,ring_type,spore_print_color,population,habitat,type,cap_shape,cap_surface,cap_color,bruises,odor,gill_attachment,gill_spacing,gill_size,gill_color,stalk_shape,stalk_root,stalk_surface_above_ring,stalk_surface_below_ring,stalk_color_above_ring,stalk_color_below_ring,veil_type,veil_color,ring_number,ring_type,spore_print_color,population,habitat,type
7561,5.0,2.0,4.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,2.0,5.0,5.0,0.0,0.0,1.0,4.0,0.0,4.0,2.0,train,,,,,,,,,,,,,,,,,,,,,,,
7562,3.0,2.0,4.0,0.0,8.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,6.0,6.0,0.0,2.0,1.0,0.0,7.0,4.0,4.0,train,,,,,,,,,,,,,,,,,,,,,,,
7563,3.0,3.0,2.0,0.0,8.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,7.0,7.0,0.0,2.0,1.0,0.0,7.0,4.0,4.0,train,,,,,,,,,,,,,,,,,,,,,,,
7564,5.0,2.0,8.0,0.0,5.0,1.0,1.0,0.0,2.0,0.0,0.0,2.0,2.0,7.0,7.0,0.0,2.0,2.0,4.0,7.0,3.0,1.0,train,,,,,,,,,,,,,,,,,,,,,,,
7565,3.0,3.0,2.0,0.0,8.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,6.0,6.0,0.0,2.0,1.0,0.0,7.0,4.0,0.0,train,,,,,,,,,,,,,,,,,,,,,,,
7566,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,3.0,0.0,5.0,1.0,1.0,0.0,10.0,0.0,0.0,2.0,2.0,7.0,7.0,0.0,2.0,2.0,4.0,7.0,3.0,1.0,test
7567,3.0,2.0,4.0,0.0,7.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,6.0,6.0,0.0,2.0,1.0,0.0,7.0,4.0,2.0,train,,,,,,,,,,,,,,,,,,,,,,,
7568,2.0,3.0,4.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,7.0,7.0,0.0,2.0,1.0,0.0,7.0,4.0,0.0,train,,,,,,,,,,,,,,,,,,,,,,,
7569,,,,,,,,,,,,,,,,,,,,,,,,3.0,2.0,2.0,0.0,7.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,7.0,7.0,0.0,2.0,1.0,0.0,7.0,4.0,0.0,test
7570,3.0,2.0,4.0,0.0,5.0,1.0,0.0,0.0,10.0,0.0,1.0,3.0,3.0,4.0,4.0,0.0,2.0,2.0,4.0,7.0,5.0,4.0,train,,,,,,,,,,,,,,,,,,,,,,,
7571,,,,,,,,,,,,,,,,,,,,,,,,3.0,2.0,2.0,0.0,8.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,7.0,7.0,0.0,2.0,1.0,0.0,7.0,4.0,2.0,test
7572,3.0,2.0,4.0,0.0,8.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,7.0,7.0,0.0,2.0,1.0,0.0,7.0,4.0,4.0,train,,,,,,,,,,,,,,,,,,,,,,,
7573,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,3.0,0.0,5.0,1.0,1.0,0.0,2.0,0.0,0.0,2.0,2.0,7.0,7.0,0.0,2.0,2.0,4.0,7.0,3.0,1.0,test
7574,3.0,3.0,4.0,0.0,7.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,6.0,7.0,0.0,2.0,1.0,0.0,7.0,4.0,2.0,train,,,,,,,,,,,,,,,,,,,,,,,
7575,3.0,2.0,4.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,7.0,7.0,0.0,2.0,1.0,0.0,7.0,4.0,4.0,train,,,,,,,,,,,,,,,,,,,,,,,
7576,3.0,0.0,3.0,0.0,5.0,1.0,1.0,0.0,10.0,0.0,0.0,1.0,2.0,7.0,7.0,0.0,2.0,2.0,4.0,7.0,2.0,1.0,train,,,,,,,,,,,,,,,,,,,,,,,
7577,3.0,3.0,4.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,6.0,6.0,0.0,2.0,1.0,0.0,7.0,4.0,2.0,train,,,,,,,,,,,,,,,,,,,,,,,
7578,3.0,2.0,2.0,0.0,8.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,7.0,6.0,0.0,2.0,1.0,0.0,7.0,4.0,2.0,train,,,,,,,,,,,,,,,,,,,,,,,
7579,3.0,3.0,4.0,0.0,7.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,6.0,6.0,0.0,2.0,1.0,0.0,7.0,4.0,4.0,train,,,,,,,,,,,,,,,,,,,,,,,
7580,,,,,,,,,,,,,,,,,,,,,,,,3.0,2.0,2.0,0.0,8.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,6.0,6.0,0.0,2.0,1.0,0.0,7.0,4.0,0.0,test
7581,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,8.0,0.0,5.0,1.0,1.0,0.0,2.0,0.0,0.0,2.0,1.0,7.0,7.0,0.0,2.0,2.0,4.0,7.0,2.0,1.0,test
7582,3.0,3.0,2.0,0.0,8.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,6.0,7.0,0.0,2.0,1.0,0.0,7.0,4.0,0.0,train,,,,,,,,,,,,,,,,,,,,,,,
7583,3.0,3.0,2.0,0.0,7.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,6.0,7.0,0.0,2.0,1.0,0.0,7.0,4.0,0.0,train,,,,,,,,,,,,,,,,,,,,,,,
7584,0.0,0.0,8.0,0.0,5.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,2.0,7.0,7.0,0.0,2.0,2.0,4.0,7.0,3.0,1.0,train,,,,,,,,,,,,,,,,,,,,,,,
7585,5.0,2.0,3.0,0.0,5.0,1.0,1.0,0.0,2.0,0.0,0.0,2.0,2.0,7.0,7.0,0.0,2.0,2.0,4.0,7.0,2.0,1.0,train,,,,,,,,,,,,,,,,,,,,,,,
7586,0.0,2.0,3.0,0.0,5.0,1.0,1.0,0.0,10.0,0.0,0.0,1.0,2.0,7.0,7.0,0.0,2.0,2.0,4.0,7.0,3.0,1.0,train,,,,,,,,,,,,,,,,,,,,,,,
7587,3.0,3.0,2.0,0.0,7.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,6.0,6.0,0.0,2.0,1.0,0.0,7.0,4.0,4.0,train,,,,,,,,,,,,,,,,,,,,,,,
7588,,,,,,,,,,,,,,,,,,,,,,,,3.0,2.0,4.0,0.0,8.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,7.0,7.0,0.0,2.0,1.0,0.0,7.0,4.0,4.0,test
7589,3.0,3.0,2.0,0.0,8.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,7.0,7.0,0.0,2.0,1.0,0.0,7.0,4.0,0.0,train,,,,,,,,,,,,,,,,,,,,,,,
7590,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,8.0,0.0,5.0,1.0,1.0,0.0,10.0,0.0,0.0,2.0,1.0,7.0,7.0,0.0,2.0,2.0,4.0,7.0,3.0,1.0,test
7591,2.0,2.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,6.0,7.0,0.0,2.0,1.0,0.0,7.0,4.0,0.0,train,,,,,,,,,,,,,,,,,,,,,,,
7592,3.0,2.0,4.0,0.0,7.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,7.0,6.0,0.0,2.0,1.0,0.0,7.0,4.0,0.0,train,,,,,,,,,,,,,,,,,,,,,,,
7593,3.0,2.0,8.0,0.0,5.0,1.0,1.0,0.0,7.0,0.0,0.0,2.0,1.0,7.0,7.0,0.0,2.0,2.0,4.0,7.0,3.0,1.0,train,,,,,,,,,,,,,,,,,,,,,,,
7594,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,2.0,0.0,8.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,6.0,6.0,0.0,2.0,1.0,0.0,7.0,4.0,0.0,test
7595,3.0,2.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,7.0,7.0,0.0,2.0,1.0,0.0,7.0,4.0,2.0,train,,,,,,,,,,,,,,,,,,,,,,,
7596,,,,,,,,,,,,,,,,,,,,,,,,3.0,2.0,4.0,0.0,7.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,6.0,6.0,0.0,2.0,1.0,0.0,7.0,4.0,0.0,test
7597,5.0,2.0,4.0,1.0,5.0,1.0,0.0,0.0,10.0,0.0,1.0,2.0,2.0,7.0,7.0,0.0,2.0,2.0,4.0,7.0,4.0,4.0,train,,,,,,,,,,,,,,,,,,,,,,,
7598,3.0,2.0,4.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,7.0,6.0,0.0,2.0,1.0,0.0,7.0,4.0,4.0,train,,,,,,,,,,,,,,,,,,,,,,,
7599,3.0,3.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,6.0,6.0,0.0,2.0,1.0,0.0,7.0,4.0,4.0,train,,,,,,,,,,,,,,,,,,,,,,,
7600,0.0,3.0,9.0,0.0,5.0,1.0,1.0,1.0,10.0,0.0,2.0,3.0,3.0,8.0,8.0,0.0,3.0,1.0,0.0,7.0,1.0,2.0,train,,,,,,,,,,,,,,,,,,,,,,,
7601,3.0,3.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,7.0,6.0,0.0,2.0,1.0,0.0,7.0,4.0,2.0,train,,,,,,,,,,,,,,,,,,,,,,,
7602,5.0,2.0,4.0,1.0,5.0,1.0,0.0,0.0,10.0,0.0,1.0,2.0,2.0,7.0,7.0,0.0,2.0,2.0,4.0,7.0,5.0,4.0,train,,,,,,,,,,,,,,,,,,,,,,,
7603,3.0,2.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,6.0,6.0,0.0,2.0,1.0,0.0,7.0,4.0,4.0,train,,,,,,,,,,,,,,,,,,,,,,,
7604,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,3.0,0.0,5.0,1.0,1.0,0.0,7.0,0.0,0.0,1.0,1.0,7.0,7.0,0.0,2.0,2.0,4.0,7.0,3.0,1.0,test
7605,3.0,2.0,2.0,0.0,7.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,6.0,6.0,0.0,2.0,1.0,0.0,7.0,4.0,0.0,train,,,,,,,,,,,,,,,,,,,,,,,
7606,3.0,2.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,6.0,7.0,0.0,2.0,1.0,0.0,7.0,4.0,0.0,train,,,,,,,,,,,,,,,,,,,,,,,
7607,3.0,2.0,4.0,0.0,8.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,7.0,6.0,0.0,2.0,1.0,0.0,7.0,4.0,2.0,train,,,,,,,,,,,,,,,,,,,,,,,
7608,3.0,3.0,4.0,0.0,8.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,7.0,6.0,0.0,2.0,1.0,0.0,7.0,4.0,2.0,train,,,,,,,,,,,,,,,,,,,,,,,
7609,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,3.0,0.0,5.0,1.0,1.0,0.0,7.0,0.0,0.0,1.0,2.0,7.0,7.0,0.0,2.0,2.0,4.0,7.0,2.0,1.0,test
7610,0.0,2.0,8.0,0.0,5.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,2.0,7.0,7.0,0.0,2.0,2.0,4.0,7.0,2.0,1.0,train,,,,,,,,,,,,,,,,,,,,,,,
7611,3.0,3.0,2.0,0.0,7.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,7.0,6.0,0.0,2.0,1.0,0.0,7.0,4.0,0.0,train,,,,,,,,,,,,,,,,,,,,,,,
7612,0.0,2.0,4.0,0.0,5.0,0.0,0.0,0.0,11.0,0.0,0.0,2.0,2.0,5.0,5.0,0.0,1.0,1.0,4.0,3.0,1.0,2.0,train,,,,,,,,,,,,,,,,,,,,,,,
7613,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,2.0,0.0,8.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,6.0,6.0,0.0,2.0,1.0,0.0,7.0,4.0,4.0,test
7614,,,,,,,,,,,,,,,,,,,,,,,,3.0,2.0,2.0,0.0,8.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,6.0,6.0,0.0,2.0,1.0,0.0,7.0,4.0,4.0,test
7615,0.0,2.0,3.0,0.0,5.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,2.0,7.0,7.0,0.0,2.0,2.0,4.0,7.0,3.0,1.0,train,,,,,,,,,,,,,,,,,,,,,,,
7616,3.0,2.0,2.0,0.0,8.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,6.0,7.0,0.0,2.0,1.0,0.0,7.0,4.0,4.0,train,,,,,,,,,,,,,,,,,,,,,,,
7617,0.0,2.0,4.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,2.0,5.0,5.0,0.0,0.0,1.0,4.0,4.0,4.0,2.0,train,,,,,,,,,,,,,,,,,,,,,,,
7618,2.0,2.0,4.0,0.0,8.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,6.0,6.0,0.0,2.0,1.0,0.0,7.0,4.0,4.0,train,,,,,,,,,,,,,,,,,,,,,,,
7619,3.0,2.0,2.0,0.0,8.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,7.0,7.0,0.0,2.0,1.0,0.0,7.0,4.0,0.0,train,,,,,,,,,,,,,,,,,,,,,,,
7620,,,,,,,,,,,,,,,,,,,,,,,,3.0,2.0,4.0,0.0,8.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,7.0,7.0,0.0,2.0,1.0,0.0,7.0,4.0,2.0,test
7621,3.0,3.0,4.0,0.0,8.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,6.0,6.0,0.0,2.0,1.0,0.0,7.0,4.0,2.0,train,,,,,,,,,,,,,,,,,,,,,,,
7622,0.0,0.0,3.0,0.0,5.0,1.0,1.0,0.0,2.0,0.0,0.0,2.0,2.0,7.0,7.0,0.0,2.0,2.0,4.0,7.0,2.0,1.0,train,,,,,,,,,,,,,,,,,,,,,,,
7623,,,,,,,,,,,,,,,,,,,,,,,,3.0,2.0,8.0,0.0,5.0,1.0,1.0,0.0,2.0,0.0,0.0,2.0,2.0,7.0,7.0,0.0,2.0,2.0,4.0,7.0,3.0,1.0,test
7624,3.0,2.0,4.0,0.0,8.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,6.0,7.0,0.0,2.0,1.0,0.0,7.0,4.0,2.0,train,,,,,,,,,,,,,,,,,,,,,,,
7625,2.0,3.0,4.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,6.0,6.0,0.0,2.0,1.0,0.0,7.0,4.0,0.0,train,,,,,,,,,,,,,,,,,,,,,,,
7626,,,,,,,,,,,,,,,,,,,,,,,,5.0,2.0,8.0,0.0,5.0,1.0,1.0,0.0,7.0,0.0,0.0,1.0,1.0,7.0,7.0,0.0,2.0,2.0,4.0,7.0,3.0,1.0,test
7627,5.0,2.0,4.0,0.0,5.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,2.0,5.0,5.0,0.0,1.0,1.0,4.0,0.0,1.0,2.0,train,,,,,,,,,,,,,,,,,,,,,,,
7628,3.0,2.0,4.0,0.0,7.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,7.0,7.0,0.0,2.0,1.0,0.0,7.0,4.0,4.0,train,,,,,,,,,,,,,,,,,,,,,,,
7629,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,4.0,0.0,7.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,0.0,7.0,4.0,2.0,test
7630,3.0,2.0,4.0,0.0,5.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,2.0,5.0,5.0,0.0,1.0,1.0,4.0,0.0,4.0,2.0,train,,,,,,,,,,,,,,,,,,,,,,,
7631,0.0,0.0,8.0,0.0,5.0,1.0,1.0,0.0,10.0,0.0,0.0,1.0,1.0,7.0,7.0,0.0,2.0,2.0,4.0,7.0,3.0,1.0,train,,,,,,,,,,,,,,,,,,,,,,,
7632,5.0,2.0,8.0,0.0,5.0,1.0,1.0,0.0,10.0,0.0,0.0,1.0,1.0,7.0,7.0,0.0,2.0,2.0,4.0,7.0,2.0,1.0,train,,,,,,,,,,,,,,,,,,,,,,,
7633,2.0,3.0,2.0,0.0,8.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,6.0,7.0,0.0,2.0,1.0,0.0,7.0,4.0,4.0,train,,,,,,,,,,,,,,,,,,,,,,,
7634,3.0,3.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,7.0,6.0,0.0,2.0,1.0,0.0,7.0,4.0,2.0,train,,,,,,,,,,,,,,,,,,,,,,,
7635,,,,,,,,,,,,,,,,,,,,,,,,5.0,3.0,2.0,0.0,4.0,1.0,0.0,0.0,11.0,0.0,2.0,1.0,3.0,1.0,1.0,0.0,2.0,0.0,3.0,7.0,1.0,0.0,test
7636,2.0,2.0,4.0,0.0,5.0,0.0,0.0,0.0,11.0,0.0,0.0,2.0,2.0,5.0,5.0,0.0,0.0,1.0,4.0,8.0,1.0,2.0,train,,,,,,,,,,,,,,,,,,,,,,,
7637,3.0,2.0,4.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,6.0,6.0,0.0,2.0,1.0,0.0,7.0,4.0,0.0,train,,,,,,,,,,,,,,,,,,,,,,,
7638,5.0,2.0,4.0,0.0,7.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,6.0,7.0,0.0,2.0,1.0,0.0,7.0,4.0,0.0,train,,,,,,,,,,,,,,,,,,,,,,,
7639,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,2.0,0.0,7.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,6.0,7.0,0.0,2.0,1.0,0.0,7.0,4.0,0.0,test
7640,0.0,2.0,8.0,0.0,5.0,1.0,1.0,0.0,7.0,0.0,0.0,2.0,2.0,7.0,7.0,0.0,2.0,2.0,4.0,7.0,3.0,1.0,train,,,,,,,,,,,,,,,,,,,,,,,
7641,0.0,2.0,3.0,0.0,5.0,1.0,1.0,0.0,7.0,0.0,0.0,1.0,2.0,7.0,7.0,0.0,2.0,2.0,4.0,7.0,3.0,1.0,train,,,,,,,,,,,,,,,,,,,,,,,
7642,3.0,0.0,3.0,0.0,5.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,2.0,7.0,7.0,0.0,2.0,2.0,4.0,7.0,2.0,1.0,train,,,,,,,,,,,,,,,,,,,,,,,
7643,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,3.0,0.0,5.0,1.0,1.0,0.0,7.0,0.0,0.0,1.0,1.0,7.0,7.0,0.0,2.0,2.0,4.0,7.0,2.0,1.0,test
7644,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,8.0,0.0,5.0,1.0,1.0,0.0,10.0,0.0,0.0,1.0,2.0,7.0,7.0,0.0,2.0,2.0,4.0,7.0,2.0,1.0,test
7645,3.0,3.0,2.0,0.0,7.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,6.0,6.0,0.0,2.0,1.0,0.0,7.0,4.0,4.0,train,,,,,,,,,,,,,,,,,,,,,,,
7646,2.0,3.0,2.0,0.0,7.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,6.0,6.0,0.0,2.0,1.0,0.0,7.0,4.0,2.0,train,,,,,,,,,,,,,,,,,,,,,,,
7647,3.0,3.0,2.0,0.0,7.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,6.0,7.0,0.0,2.0,1.0,0.0,7.0,4.0,2.0,train,,,,,,,,,,,,,,,,,,,,,,,
7648,2.0,2.0,4.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,6.0,7.0,0.0,2.0,1.0,0.0,7.0,4.0,2.0,train,,,,,,,,,,,,,,,,,,,,,,,
7649,0.0,2.0,8.0,0.0,5.0,1.0,1.0,0.0,7.0,0.0,0.0,1.0,2.0,7.0,7.0,0.0,2.0,2.0,4.0,7.0,3.0,1.0,train,,,,,,,,,,,,,,,,,,,,,,,
7650,3.0,2.0,8.0,0.0,5.0,1.0,1.0,0.0,10.0,0.0,0.0,1.0,1.0,7.0,7.0,0.0,2.0,2.0,4.0,7.0,3.0,1.0,train,,,,,,,,,,,,,,,,,,,,,,,
7651,0.0,0.0,8.0,0.0,5.0,1.0,1.0,0.0,7.0,0.0,0.0,2.0,2.0,7.0,7.0,0.0,2.0,2.0,4.0,7.0,2.0,1.0,train,,,,,,,,,,,,,,,,,,,,,,,
7652,2.0,2.0,4.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,2.0,5.0,5.0,0.0,0.0,1.0,4.0,0.0,1.0,2.0,train,,,,,,,,,,,,,,,,,,,,,,,
7653,3.0,3.0,2.0,0.0,7.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,6.0,7.0,0.0,2.0,1.0,0.0,7.0,4.0,0.0,train,,,,,,,,,,,,,,,,,,,,,,,
7654,3.0,2.0,4.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,0.0,7.0,4.0,4.0,train,,,,,,,,,,,,,,,,,,,,,,,
7655,3.0,2.0,4.0,0.0,8.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,7.0,6.0,0.0,2.0,1.0,0.0,7.0,4.0,4.0,train,,,,,,,,,,,,,,,,,,,,,,,
7656,2.0,3.0,4.0,0.0,8.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,7.0,6.0,0.0,2.0,1.0,0.0,7.0,4.0,0.0,train,,,,,,,,,,,,,,,,,,,,,,,
7657,5.0,2.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,6.0,7.0,0.0,2.0,1.0,0.0,7.0,4.0,2.0,train,,,,,,,,,,,,,,,,,,,,,,,
7658,2.0,2.0,4.0,0.0,5.0,0.0,0.0,0.0,11.0,0.0,0.0,2.0,2.0,5.0,5.0,0.0,1.0,1.0,4.0,4.0,4.0,2.0,train,,,,,,,,,,,,,,,,,,,,,,,
7659,3.0,0.0,8.0,0.0,5.0,1.0,1.0,0.0,10.0,0.0,0.0,2.0,1.0,7.0,7.0,0.0,2.0,2.0,4.0,7.0,3.0,1.0,train,,,,,,,,,,,,,,,,,,,,,,,
7660,3.0,2.0,4.0,0.0,8.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,7.0,6.0,0.0,2.0,1.0,0.0,7.0,4.0,0.0,train,,,,,,,,,,,,,,,,,,,,,,,
7661,5.0,2.0,4.0,0.0,8.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,7.0,7.0,0.0,2.0,1.0,0.0,7.0,4.0,0.0,train,,,,,,,,,,,,,,,,,,,,,,,
7662,0.0,0.0,3.0,0.0,5.0,1.0,1.0,0.0,10.0,0.0,0.0,2.0,1.0,7.0,7.0,0.0,2.0,2.0,4.0,7.0,3.0,1.0,train,,,,,,,,,,,,,,,,,,,,,,,
7663,3.0,3.0,4.0,0.0,7.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,6.0,6.0,0.0,2.0,1.0,0.0,7.0,4.0,0.0,train,,,,,,,,,,,,,,,,,,,,,,,
7664,0.0,2.0,4.0,0.0,5.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,2.0,5.0,5.0,0.0,1.0,1.0,4.0,8.0,1.0,2.0,train,,,,,,,,,,,,,,,,,,,,,,,
7665,2.0,2.0,4.0,0.0,5.0,0.0,0.0,0.0,11.0,0.0,0.0,2.0,2.0,5.0,5.0,0.0,1.0,1.0,4.0,3.0,4.0,2.0,train,,,,,,,,,,,,,,,,,,,,,,,
7666,3.0,3.0,2.0,0.0,7.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,6.0,7.0,0.0,2.0,1.0,0.0,7.0,4.0,4.0,train,,,,,,,,,,,,,,,,,,,,,,,
7667,3.0,2.0,2.0,0.0,7.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,6.0,6.0,0.0,2.0,1.0,0.0,7.0,4.0,0.0,train,,,,,,,,,,,,,,,,,,,,,,,
7668,3.0,3.0,4.0,0.0,7.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,6.0,7.0,0.0,2.0,1.0,0.0,7.0,4.0,4.0,train,,,,,,,,,,,,,,,,,,,,,,,
7669,3.0,3.0,2.0,0.0,7.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,7.0,7.0,0.0,2.0,1.0,0.0,7.0,4.0,4.0,train,,,,,,,,,,,,,,,,,,,,,,,
7670,3.0,3.0,4.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,6.0,6.0,0.0,2.0,1.0,0.0,7.0,4.0,0.0,train,,,,,,,,,,,,,,,,,,,,,,,
7671,,,,,,,,,,,,,,,,,,,,,,,,5.0,2.0,3.0,0.0,5.0,1.0,1.0,0.0,10.0,0.0,0.0,1.0,1.0,7.0,7.0,0.0,2.0,2.0,4.0,7.0,3.0,1.0,test
7672,3.0,3.0,4.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,0.0,7.0,4.0,0.0,train,,,,,,,,,,,,,,,,,,,,,,,
7673,2.0,3.0,1.0,1.0,5.0,1.0,0.0,0.0,10.0,0.0,1.0,2.0,2.0,7.0,7.0,0.0,2.0,2.0,4.0,7.0,4.0,4.0,train,,,,,,,,,,,,,,,,,,,,,,,
7674,0.0,2.0,4.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,2.0,5.0,5.0,0.0,0.0,1.0,4.0,3.0,4.0,2.0,train,,,,,,,,,,,,,,,,,,,,,,,
7675,3.0,2.0,2.0,0.0,8.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,7.0,7.0,0.0,2.0,1.0,0.0,7.0,4.0,2.0,train,,,,,,,,,,,,,,,,,,,,,,,
7676,3.0,2.0,4.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,6.0,7.0,0.0,2.0,1.0,0.0,7.0,4.0,0.0,train,,,,,,,,,,,,,,,,,,,,,,,
7677,3.0,3.0,4.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,7.0,6.0,0.0,2.0,1.0,0.0,7.0,4.0,4.0,train,,,,,,,,,,,,,,,,,,,,,,,
7678,0.0,0.0,3.0,0.0,5.0,1.0,1.0,0.0,2.0,0.0,0.0,2.0,1.0,7.0,7.0,0.0,2.0,2.0,4.0,7.0,3.0,1.0,train,,,,,,,,,,,,,,,,,,,,,,,
